"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1425";"MERCAPTOPURINE ANHYDROUS";"4.0";"152.18";"0";"0.64";"6-MERCAPTOPURINE";"Sc1ncnc2nc[nH]c12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL3639549";"";"None";"413.43";"1";"5.13";"BDBM110554";"Cc1cccc(NC(=O)c2cccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)c2)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"231568";"UO_0000065";"19.07";"0.35";"2.76";"7.56";"0";"CHEMBL3707664";"Kinase assays: Kinase assays were performed in 96 well microtiter plates that were coated overnight with 30.mu.g of poly-Glu-Tyr (4:1) in 10 mM Phosphate Buffered Saline (PBS), pH 7.2-7.4. The plates were incubated with 1% BSA and then washed four times with PBS prior to starting the reaction. Reactions were carried out in 120.mu.L reaction volumes containing 3.6.mu.M ATP in kinase buffer (50 mM Hepes buffer pH 7.4, 20 mM MgCl.sub.2, 0.1 mM MnCl.sub.2 and 0.2 mM Na.sub.3 VO.sub.4). Test compounds were reconstituted in 100% DMSO and added to the reaction to give a final DMSO concentration of 5%. Reactions were initiated by the addition 0.5 ng of purified protein. Following a ten minute incubation at 25.degree. C., the reactions were washed four times with PBS containing 0.05% Tween-20. 100.mu.l of a monoclonal anti-phosphotyrosine antibody-peroxidase conjugate was diluted 1:10000 in PBS-Tween-20 and added to the wells for 30 minutes.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639299";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"13.0"
"CHEMBL75130";"";"None";"374.88";"1";"5.63";"44";"Cc1cc(Cc2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc(C)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL677134";"Inhibitory activity against Flt-kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133741";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"10.0"
"CHEMBL3219504";"";"None";"381.67";"None";"None";"6a";"CC1(C)OB(c2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)OC1(C)C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3223150";"Inhibition of Flt-1 catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217494";"1";"Scientific Literature";"Medchemcomm";"2010";"None";"";"";"";"1.0"
"CHEMBL3219505";"";"None";"399.66";"None";"None";"6b";"CC1(C)OB(c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)OC1(C)C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3223150";"Inhibition of Flt-1 catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217494";"1";"Scientific Literature";"Medchemcomm";"2010";"None";"";"";"";"1.0"
"CHEMBL3219509";"";"None";"325.13";"None";"None";"9a";"COc1cc2ncnc(Nc3cccc(B(O)O)c3)c2cc1OC";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3223150";"Inhibition of Flt-1 catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217494";"1";"Scientific Literature";"Medchemcomm";"2010";"None";"";"";"";"1.0"
"CHEMBL207049";"";"None";"468.44";"1";"5.80";"11";"FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCCc3ccc4c(c3)OCO4)o2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.0"
"CHEMBL202011";"";"None";"354.41";"0";"4.49";"D";"O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"19.18";"0.34";"2.31";"10.16";"1";"CHEMBL862190";"Inhibition of VEGFR1 by enzymatic assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139649";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.16"
"CHEMBL204718";"";"None";"431.89";"1";"5.03";"11";"Cn1cnc(NCc2ccc3ccccc3n2)c1-c1nnc(Nc2ccc(Cl)cc2)o1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL862190";"Inhibition of VEGFR1 by enzymatic assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139649";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.0"
"CHEMBL378592";"";"None";"407.43";"0";"3.24";"24";"COc1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)cc1OC";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"15.29";"0.28";"2.99";"5.55";"0";"CHEMBL862190";"Inhibition of VEGFR1 by enzymatic assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139649";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.59"
"CHEMBL25579";"";"None";"453.91";"1";"5.08";"13";"COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN(C)c1ccncc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.42";"0.30";"1.92";"9.67";"1";"CHEMBL678756";"Inhibition of fms-like tyrosine kinase receptor (Flt-1) kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"0.1"
"CHEMBL1095464";"";"None";"408.30";"0";"4.95";"10";"Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1959297";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955729";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"50.0"
"CHEMBL2409778";"";"None";"449.45";"0";"3.30";"13d";"Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"18.79";"0.35";"5.14";"7.31";"0";"CHEMBL2410839";"Inhibition of VEGFR1 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407020";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"3.6"
"CHEMBL1684376";"";"None";"1335.54";"None";"None";"11";"C=CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC=C)NC(C)=O)[C@@H](C)CC)C(N)=O";"IC50";"'='";"76800.0";"nM";"4.12";"";"";"UO_0000065";"3.08";"None";"None";"None";"0";"CHEMBL1686958";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 3 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"76.8"
"CHEMBL2063337";"";"None";"517.59";"1";"3.39";"11c";"Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(C)CC2)n1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2066304";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062390";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"1000.0"
"CHEMBL431006";"";"None";"368.48";"1";"5.66";"57";"CC(C)(C)c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"17.97";"0.32";"0.96";"13.06";"0";"CHEMBL677134";"Inhibitory activity against Flt-kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133741";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.24"
"CHEMBL44884";"ETHAMBUTOL";"4.0";"204.31";"0";"-0.29";"ETHAMBUTOL";"CC[C@@H](CO)NCCN[C@@H](CC)CO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL716";"QUETIAPINE";"4.0";"383.52";"0";"2.86";"QUETIAPINE";"OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL179166";"SODIUM ORTHOVANAD";"None";"183.91";"None";"None";"SODIUM ORTHOVANADATE";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1766";"DESOXIMETASONE";"4.0";"376.47";"0";"2.78";"DESOXIMETASONE";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL445206";"ISOEUGENOL";"None";"164.20";"0";"2.43";"ISOEUGENOL";"C/C=C\c1ccc(O)c(OC)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL1956888";"";"None";"394.28";"0";"4.57";"9a";"Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccccc3)c2n1";"IC50";"'='";"99300.0";"nM";"4.00";"";"";"UO_0000065";"10.15";"0.22";"-0.57";"5.82";"0";"CHEMBL1959285";"Inhibition of VEGF-induced VEGFR1 autophosphorylation in human A498 cells incubated for 60 mins prior to VEGF-induction measured after 10 mins by phosphotyrosine ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A498";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955729";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308425";"";"";"";"99.3"
"CHEMBL1430";"PENICILLAMINE";"4.0";"149.21";"0";"0.11";"PENICILLAMINE";"CC(C)(S)[C@@H](N)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL81712";"";"None";"370.44";"1";"5.15";"21";"O=C(c1ccccc1)c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"16.50";"0.31";"0.96";"8.65";"0";"CHEMBL811929";"Inhibitory activity against Vascular endothelial growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146693";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.77"
"CHEMBL77782";"";"None";"413.55";"1";"5.69";"29";"CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"18.52";"0.35";"1.97";"13.47";"0";"CHEMBL811929";"Inhibitory activity against Vascular endothelial growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146693";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.022"
"CHEMBL310724";"";"None";"394.50";"1";"6.85";"11";"c1ccc(Nc2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc2)cc1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"16.25";"0.30";"-0.44";"12.86";"0";"CHEMBL811929";"Inhibitory activity against Vascular endothelial growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146693";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.39"
"CHEMBL485549";"NIFURSOL";"2.0";"365.21";"0";"1.47";"NIFURSOL";"O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL153843";"";"None";"371.36";"0";"4.96";"C";"O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"18.54";"0.35";"1.93";"12.75";"1";"CHEMBL960812";"Inhibition of VEGFR1 by HTRF assay in presence of 8 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.13"
"CHEMBL1082944";"";"None";"1030.10";"None";"None";"11";"CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1118038";"Inhibition of biotinylated VEGF165 binding to human recombinant VEGFR1 domain 1 to 3 by competitive binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155516";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";""
"CHEMBL1082945";"";"None";"1011.10";"None";"None";"10";"CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1118036";"Inhibition of biotinylated VEGF165 binding to human recombinant VEGFR1 extracellular domain by competitive binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155516";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";""
"CHEMBL1082942";"";"None";"955.93";"3";"-4.10";"8";"C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CC[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1118036";"Inhibition of biotinylated VEGF165 binding to human recombinant VEGFR1 extracellular domain by competitive binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155516";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";""
"CHEMBL468";"THALIDOMIDE";"4.0";"258.23";"0";"0.09";"THALIDOMIDE";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL241466";"";"None";"432.40";"0";"4.07";"11";"Cn1cnc(NCCc2ccc3c(c2)OCO3)c1C(=O)Nc1ccc(C(F)(F)F)cc1";"IC50";"'='";"1680.0";"nM";"5.78";"";"";"UO_0000065";"13.35";"0.25";"1.70";"7.46";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1.68"
"CHEMBL241075";"";"None";"397.48";"0";"4.27";"51";"Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cc2ccccc2)cc1";"IC50";"'='";"5570.0";"nM";"5.25";"";"";"UO_0000065";"13.22";"0.24";"0.98";"7.31";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"5.57"
"CHEMBL493";"BROMOCRIPTINE";"4.0";"654.61";"1";"3.19";"BROMOCRIPTINE";"CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL245768";"";"None";"393.52";"0";"2.90";"19i";"CN1CCN(CC(=O)Nc2cccc3c2Cc2c-3n[nH]c2-c2ccsc2)CC1";"IC50";"'='";"710.0";"nM";"6.15";"";"";"UO_0000065";"15.62";"0.30";"3.25";"9.57";"0";"CHEMBL906390";"Inhibition of Flt1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139908";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.71"
"CHEMBL246342";"";"None";"353.40";"0";"2.91";"9c";"O=C(O)CCNC(=O)c1cccc2c1Cc1c-2n[nH]c1-c1ccsc1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"18.20";"0.35";"3.52";"6.76";"0";"CHEMBL906390";"Inhibition of Flt1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139908";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.37"
